Timestamp,Vehicle1,Vehicle2,TTC,Distance,Severity
00:46.7,12,9,0.48,25.12,HIGH
00:46.7,15,5,0.07,3.56,HIGH
00:46.7,27,38,0.85,21.73,HIGH
00:46.7,28,35,0.35,7.84,CRITICAL
00:46.7,33,9,0.03,2.63,CRITICAL
00:46.7,35,4,2.78,27.08,LOW
00:46.8,0,26,0.02,3.23,HIGH
00:46.8,10,37,0.50,13.26,HIGH
00:46.8,12,3,2.85,15.27,LOW
00:46.8,12,9,0.37,24.84,HIGH
00:46.8,27,38,0.77,19.29,HIGH
00:46.8,28,35,0.24,6.86,CRITICAL
00:46.8,35,4,2.72,26.12,LOW
00:46.9,10,37,0.39,10.74,HIGH
00:46.9,12,3,2.91,14.76,LOW
00:46.9,12,9,0.23,24.65,HIGH
00:46.9,14,15,1.18,29.08,MEDIUM
00:46.9,27,38,0.68,16.90,HIGH
00:46.9,28,35,0.14,6.13,CRITICAL
00:46.9,35,4,2.73,25.20,LOW
00:47.0,10,37,0.29,8.24,HIGH
00:47.0,12,3,2.97,14.28,LOW
00:47.0,12,9,0.09,24.56,HIGH
00:47.0,14,15,1.10,26.68,MEDIUM
00:47.0,27,38,0.59,14.56,HIGH
00:47.0,28,35,0.04,5.74,CRITICAL
00:47.0,35,4,2.69,24.29,LOW
00:47.1,10,37,0.18,5.84,HIGH
00:47.1,14,15,1.02,24.34,MEDIUM
00:47.1,27,38,0.51,12.29,HIGH
00:47.1,28,4,0.75,29.14,HIGH
00:47.1,35,4,2.71,23.43,LOW
00:47.1,4,47,2.13,18.70,LOW
00:47.2,10,37,0.08,3.86,HIGH
00:47.2,14,15,0.94,22.03,HIGH
00:47.2,20,39,1.95,29.39,MEDIUM
00:47.2,26,37,1.14,28.48,MEDIUM
00:47.2,27,38,0.42,10.09,HIGH
00:47.2,28,4,0.63,28.39,HIGH
00:47.2,35,4,2.69,22.59,LOW
00:47.2,4,47,2.03,17.85,LOW
00:47.3,14,15,0.86,19.79,HIGH
00:47.3,20,39,1.88,27.91,MEDIUM
00:47.3,26,37,1.04,26.01,MEDIUM
00:47.3,27,38,0.33,8.00,HIGH
00:47.3,28,4,0.51,27.77,HIGH
00:47.3,35,4,2.70,21.78,LOW
00:47.3,4,47,1.95,17.01,MEDIUM
00:47.4,14,15,0.77,17.58,HIGH
00:47.4,20,39,1.81,26.45,MEDIUM
00:47.4,26,37,0.95,23.57,HIGH
00:47.4,27,38,0.23,6.04,HIGH
00:47.4,28,4,0.40,27.28,HIGH
00:47.4,35,4,2.78,21.03,LOW
00:47.4,4,47,1.85,16.17,MEDIUM
00:47.5,14,15,0.69,15.43,HIGH
00:47.5,20,39,1.74,25.03,MEDIUM
00:47.5,26,37,0.86,21.17,HIGH
00:47.5,27,38,0.14,4.36,HIGH
00:47.5,28,4,0.28,26.91,HIGH
00:47.5,35,4,2.91,20.33,LOW
00:47.5,4,47,1.76,15.33,MEDIUM
00:47.6,14,15,0.61,13.34,HIGH
00:47.6,20,39,1.65,23.62,MEDIUM
00:47.6,26,37,0.77,18.79,HIGH
00:47.6,27,38,0.04,3.31,HIGH
00:47.6,28,4,0.15,26.69,HIGH
00:47.6,4,47,1.68,14.51,MEDIUM
00:47.7,14,15,0.52,11.31,HIGH
00:47.7,20,39,1.59,22.25,MEDIUM
00:47.7,26,37,0.68,16.45,HIGH
00:47.7,28,4,0.04,26.59,HIGH
00:47.7,4,47,1.58,13.69,MEDIUM
00:47.8,14,15,0.43,9.36,HIGH
00:47.8,20,39,1.55,20.94,MEDIUM
00:47.8,26,37,0.59,14.15,HIGH
00:47.8,4,47,1.49,12.88,MEDIUM
00:47.9,14,15,0.34,7.49,HIGH
00:47.9,20,39,1.52,19.70,MEDIUM
00:47.9,26,37,0.49,11.89,HIGH
00:47.9,4,47,1.39,12.07,MEDIUM
00:48.0,14,15,0.24,5.76,HIGH
00:48.0,20,39,1.49,18.53,MEDIUM
00:48.0,26,37,0.40,9.68,HIGH
00:48.0,4,47,1.28,11.26,MEDIUM
00:48.1,14,15,0.15,4.23,HIGH
00:48.1,20,39,1.46,17.42,MEDIUM
00:48.1,26,37,0.30,7.57,HIGH
00:48.1,4,47,1.19,10.46,MEDIUM
00:48.2,14,15,0.06,3.18,HIGH
00:48.2,20,39,1.43,16.38,MEDIUM
00:48.2,26,37,0.20,5.61,HIGH
00:48.2,4,47,1.08,9.66,MEDIUM
00:48.3,20,39,1.39,15.41,MEDIUM
00:48.3,26,37,0.11,3.99,HIGH
00:48.3,3,34,2.04,29.48,LOW
00:48.3,4,47,0.96,8.85,HIGH
00:48.4,20,39,1.36,14.52,MEDIUM
00:48.4,26,37,0.01,3.21,HIGH
00:48.4,3,34,1.94,28.17,MEDIUM
00:48.4,4,47,0.86,8.05,HIGH
00:48.5,20,39,1.33,13.69,MEDIUM
00:48.5,23,34,2.07,29.12,LOW
00:48.5,3,34,1.84,26.87,MEDIUM
00:48.5,4,47,0.76,7.27,HIGH
00:48.6,20,39,1.29,12.95,MEDIUM
00:48.6,23,34,1.97,27.76,MEDIUM
00:48.6,3,34,1.74,25.57,MEDIUM
00:48.6,33,34,2.09,28.98,LOW
00:48.6,4,47,0.64,6.49,HIGH
00:48.7,12,34,1.77,28.98,MEDIUM
00:48.7,20,39,1.24,12.28,MEDIUM
00:48.7,23,34,1.87,26.42,MEDIUM
00:48.7,3,34,1.64,24.28,MEDIUM
00:48.7,33,34,1.99,27.61,MEDIUM
00:48.7,4,47,0.54,5.74,HIGH
00:48.8,12,34,1.67,27.83,MEDIUM
00:48.8,20,39,1.19,11.69,MEDIUM
00:48.8,23,34,1.78,25.08,MEDIUM
00:48.8,3,34,1.54,23.01,MEDIUM
00:48.8,31,7,1.83,29.26,MEDIUM
00:48.8,33,34,1.90,26.24,MEDIUM
00:48.8,4,47,0.43,5.02,HIGH
00:48.9,12,34,1.55,26.70,MEDIUM
00:48.9,20,39,1.12,11.19,MEDIUM
00:48.9,23,34,1.67,23.74,MEDIUM
00:48.9,3,34,1.44,21.75,MEDIUM
00:48.9,31,7,1.73,27.68,MEDIUM
00:48.9,33,34,1.79,24.87,MEDIUM
00:48.9,4,47,0.32,4.35,HIGH
00:49.0,12,34,1.45,25.60,MEDIUM
00:49.0,20,39,1.03,10.77,MEDIUM
00:49.0,23,34,1.57,22.40,MEDIUM
00:49.0,3,34,1.34,20.50,MEDIUM
00:49.0,31,7,1.62,26.08,MEDIUM
00:49.0,33,34,1.69,23.49,MEDIUM
00:49.0,4,47,0.21,3.77,HIGH
00:49.1,12,34,1.34,24.53,MEDIUM
00:49.1,20,39,0.92,10.42,HIGH
00:49.1,23,34,1.47,21.07,MEDIUM
00:49.1,3,34,1.24,19.26,MEDIUM
00:49.1,31,7,1.53,24.49,MEDIUM
00:49.1,33,34,1.59,22.12,MEDIUM
00:49.1,4,47,0.11,3.36,HIGH
00:49.2,12,34,1.23,23.51,MEDIUM
00:49.2,20,39,0.79,10.02,HIGH
00:49.2,23,34,1.37,19.74,MEDIUM
00:49.2,3,34,1.14,18.05,MEDIUM
00:49.2,31,7,1.43,22.91,MEDIUM
00:49.2,33,34,1.49,20.75,MEDIUM
00:49.2,4,47,0.01,3.20,HIGH
00:49.3,12,34,1.13,22.54,MEDIUM
00:49.3,20,39,0.69,9.64,HIGH
00:49.3,23,34,1.28,18.43,MEDIUM
00:49.3,3,34,1.04,16.87,MEDIUM
00:49.3,31,7,1.33,21.32,MEDIUM
00:49.3,33,34,1.40,19.39,MEDIUM
00:49.4,12,34,1.02,21.62,MEDIUM
00:49.4,18,27,1.08,28.41,MEDIUM
00:49.4,20,25,2.71,29.85,LOW
00:49.4,20,39,0.58,9.28,HIGH
00:49.4,23,34,1.18,17.14,MEDIUM
00:49.4,3,34,0.95,15.72,CRITICAL
00:49.4,31,7,1.23,19.74,MEDIUM
00:49.4,33,34,1.30,18.04,MEDIUM
00:49.5,12,34,0.92,20.75,CRITICAL
00:49.5,18,27,0.98,25.82,HIGH
00:49.5,20,25,2.61,28.84,LOW
00:49.5,20,39,0.49,8.95,HIGH
00:49.5,23,34,1.07,15.84,MEDIUM
00:49.5,3,34,0.84,14.61,CRITICAL
00:49.5,31,7,1.13,18.16,MEDIUM
00:49.5,33,34,1.20,16.68,MEDIUM
00:49.5,35,4,2.17,13.46,LOW
00:49.6,12,34,0.81,19.96,CRITICAL
00:49.6,18,27,0.88,23.24,HIGH
00:49.6,20,25,2.52,27.85,LOW
00:49.6,20,39,0.40,8.65,HIGH
00:49.6,23,34,0.98,14.57,CRITICAL
00:49.6,3,34,0.75,13.55,CRITICAL
00:49.6,31,7,1.03,16.58,MEDIUM
00:49.6,33,34,1.10,15.32,MEDIUM
00:49.6,35,4,1.62,13.20,MEDIUM
00:49.7,12,34,0.71,19.23,CRITICAL
00:49.7,18,27,0.79,20.67,HIGH
00:49.7,20,25,2.42,26.86,LOW
00:49.7,20,39,0.37,8.28,HIGH
00:49.7,22,3,2.14,29.24,LOW
00:49.7,23,34,0.88,13.32,CRITICAL
00:49.7,3,34,0.65,12.55,CRITICAL
00:49.7,31,7,0.93,15.01,CRITICAL
00:49.7,33,34,1.00,13.98,MEDIUM
00:49.7,35,4,1.13,12.97,MEDIUM
00:49.8,12,34,0.60,18.58,CRITICAL
00:49.8,18,27,0.69,18.11,HIGH
00:49.8,20,25,2.35,25.89,LOW
00:49.8,20,39,0.36,7.83,HIGH
00:49.8,22,3,2.03,28.00,LOW
00:49.8,23,34,0.77,12.09,CRITICAL
00:49.8,3,34,0.54,11.62,CRITICAL
00:49.8,31,7,0.82,13.43,CRITICAL
00:49.8,33,34,0.90,12.62,CRITICAL
00:49.8,35,4,0.84,12.60,HIGH
00:49.9,12,34,0.50,18.02,CRITICAL
00:49.9,18,27,0.58,15.55,HIGH
00:49.9,20,25,2.29,24.94,LOW
00:49.9,20,39,0.32,7.43,HIGH
00:49.9,22,23,2.15,28.99,LOW
00:49.9,22,3,1.91,26.75,MEDIUM
00:49.9,23,34,0.68,10.90,CRITICAL
00:49.9,3,34,0.44,10.79,CRITICAL
00:49.9,31,7,0.73,11.87,CRITICAL
00:49.9,33,34,0.80,11.29,CRITICAL
00:49.9,35,4,0.63,12.23,HIGH
00:50.0,12,22,1.88,29.28,MEDIUM
00:50.0,12,34,0.39,17.55,CRITICAL
00:50.0,18,27,0.48,13.00,HIGH
00:50.0,20,25,2.14,23.97,LOW
00:50.0,20,39,0.28,7.07,HIGH
00:50.0,22,23,2.07,27.70,LOW
00:50.0,22,3,1.83,25.51,MEDIUM
00:50.0,22,33,2.20,28.92,LOW
00:50.0,23,34,0.58,9.76,CRITICAL
00:50.0,3,34,0.34,10.08,CRITICAL
00:50.0,31,7,0.63,10.31,CRITICAL
00:50.0,33,34,0.70,9.96,CRITICAL
00:50.0,35,4,0.49,11.90,HIGH
00:50.0,41,8,1.76,29.44,MEDIUM
00:50.0,43,49,1.79,28.84,MEDIUM
00:50.1,12,22,1.77,28.19,MEDIUM
00:50.1,12,34,0.29,17.18,CRITICAL
00:50.1,18,27,0.38,10.49,HIGH
00:50.1,20,25,2.00,22.99,MEDIUM
00:50.1,20,39,0.24,6.76,HIGH
00:50.1,22,23,1.97,26.42,MEDIUM
00:50.1,22,3,1.73,24.29,MEDIUM
00:50.1,22,33,2.10,27.61,LOW
00:50.1,23,34,0.47,8.68,CRITICAL
00:50.1,3,34,0.24,9.51,CRITICAL
00:50.1,31,7,0.53,8.77,CRITICAL
00:50.1,33,34,0.60,8.63,CRITICAL
00:50.1,35,4,0.33,11.61,HIGH
00:50.1,41,8,1.74,27.92,MEDIUM
00:50.1,43,49,1.64,27.21,MEDIUM
00:50.2,12,22,1.66,27.12,MEDIUM
00:50.2,12,34,0.18,16.92,CRITICAL
00:50.2,16,24,1.85,29.83,MEDIUM
00:50.2,18,27,0.28,8.04,HIGH
00:50.2,20,25,1.86,22.00,MEDIUM
00:50.2,20,39,0.26,6.22,HIGH
00:50.2,22,23,1.86,25.14,MEDIUM
00:50.2,22,3,1.62,23.07,MEDIUM
00:50.2,22,33,1.99,26.30,MEDIUM
00:50.2,23,34,0.38,7.70,CRITICAL
00:50.2,25,39,2.61,21.68,LOW
00:50.2,3,34,0.14,9.12,CRITICAL
00:50.2,31,7,0.43,7.25,CRITICAL
00:50.2,33,34,0.50,7.34,CRITICAL
00:50.2,35,4,0.17,11.40,HIGH
00:50.2,41,8,1.71,26.47,MEDIUM
00:50.2,43,49,1.52,25.55,MEDIUM
00:50.3,10,32,1.31,28.44,MEDIUM
00:50.3,12,22,1.56,26.08,MEDIUM
00:50.3,12,34,0.08,16.78,CRITICAL
00:50.3,16,24,1.80,28.27,MEDIUM
00:50.3,18,27,0.18,5.75,HIGH
00:50.3,20,25,1.77,21.02,MEDIUM
00:50.3,20,39,0.27,5.73,HIGH
00:50.3,22,23,1.76,23.86,MEDIUM
00:50.3,22,3,1.52,21.86,MEDIUM
00:50.3,22,33,1.89,24.99,MEDIUM
00:50.3,23,34,0.27,6.85,CRITICAL
00:50.3,25,39,2.01,21.07,LOW
00:50.3,3,34,0.04,8.92,CRITICAL
00:50.3,31,7,0.33,5.78,CRITICAL
00:50.3,33,34,0.40,6.07,CRITICAL
00:50.3,35,4,0.00,11.25,HIGH
00:50.3,41,8,1.69,25.08,MEDIUM
00:50.3,43,49,1.40,23.88,MEDIUM
00:50.4,10,32,1.22,26.83,MEDIUM
00:50.4,12,22,1.44,25.05,MEDIUM
00:50.4,16,24,1.73,26.74,MEDIUM
00:50.4,18,27,0.08,3.86,HIGH
00:50.4,20,25,1.74,20.09,MEDIUM
00:50.4,20,39,0.25,5.28,HIGH
00:50.4,22,23,1.64,22.57,MEDIUM
00:50.4,22,3,1.40,20.66,MEDIUM
00:50.4,22,33,1.77,23.67,MEDIUM
00:50.4,23,34,0.18,6.19,CRITICAL
00:50.4,25,39,1.65,20.53,MEDIUM
00:50.4,31,7,0.23,4.39,CRITICAL
00:50.4,33,34,0.30,4.86,CRITICAL
00:50.4,41,8,1.67,23.75,MEDIUM
00:50.4,43,49,1.28,22.18,MEDIUM
00:50.5,10,32,1.12,25.31,MEDIUM
00:50.5,12,22,1.34,24.06,MEDIUM
00:50.5,16,24,1.66,25.25,MEDIUM
00:50.5,20,25,1.60,19.14,MEDIUM
00:50.5,20,39,0.20,4.90,HIGH
00:50.5,22,23,1.56,21.30,MEDIUM
00:50.5,22,3,1.31,19.48,MEDIUM
00:50.5,22,33,1.68,22.36,MEDIUM
00:50.5,23,34,0.08,5.80,CRITICAL
00:50.5,25,39,1.44,19.99,MEDIUM
00:50.5,31,7,0.13,3.19,CRITICAL
00:50.5,33,34,0.20,3.78,CRITICAL
00:50.5,41,8,1.66,22.49,MEDIUM
00:50.5,43,49,1.16,20.46,MEDIUM
00:50.6,10,32,1.03,23.87,MEDIUM
00:50.6,12,22,1.24,23.11,MEDIUM
00:50.6,16,24,1.58,23.79,MEDIUM
00:50.6,20,25,1.48,18.20,MEDIUM
00:50.6,20,39,0.17,4.47,HIGH
00:50.6,22,23,1.46,20.04,MEDIUM
00:50.6,22,3,1.22,18.32,MEDIUM
00:50.6,22,33,1.59,21.06,MEDIUM
00:50.6,25,39,1.19,19.34,MEDIUM
00:50.6,31,7,0.03,2.50,CRITICAL
00:50.6,33,34,0.10,2.95,CRITICAL
00:50.6,41,8,1.64,21.28,MEDIUM
00:50.6,43,49,1.06,18.74,MEDIUM
00:50.7,10,32,0.93,22.53,HIGH
00:50.7,12,22,1.13,22.20,MEDIUM
00:50.7,16,24,1.50,22.38,MEDIUM
00:50.7,20,25,1.36,17.27,MEDIUM
00:50.7,20,39,0.15,4.00,HIGH
00:50.7,22,23,1.35,18.77,MEDIUM
00:50.7,22,3,1.11,17.17,MEDIUM
00:50.7,22,33,1.48,19.74,MEDIUM
00:50.7,25,39,0.98,18.61,HIGH
00:50.7,41,8,1.63,20.14,MEDIUM
00:50.7,43,49,0.95,17.00,CRITICAL
00:50.8,10,32,0.83,21.30,HIGH
00:50.8,12,22,1.03,21.32,MEDIUM
00:50.8,16,24,1.43,21.00,MEDIUM
00:50.8,20,25,1.30,16.37,MEDIUM
00:50.8,20,39,0.12,3.61,HIGH
00:50.8,22,23,1.25,17.51,MEDIUM
00:50.8,22,3,1.01,16.05,MEDIUM
00:50.8,22,33,1.38,18.43,MEDIUM
00:50.8,25,39,0.83,17.96,HIGH
00:50.8,31,5,1.02,27.70,MEDIUM
00:50.8,41,8,1.63,19.06,MEDIUM
00:50.8,43,49,0.84,15.26,CRITICAL
00:50.9,10,32,0.72,20.20,HIGH
00:50.9,12,22,0.92,20.50,CRITICAL
00:50.9,16,24,1.33,19.67,MEDIUM
00:50.9,20,25,1.26,15.53,MEDIUM
00:50.9,20,39,0.05,3.34,HIGH
00:50.9,22,23,1.14,16.26,MEDIUM
00:50.9,22,3,0.90,14.96,CRITICAL
00:50.9,22,33,1.27,17.12,MEDIUM
00:50.9,25,39,0.68,17.41,HIGH
00:50.9,31,5,0.93,25.06,HIGH
00:50.9,41,8,1.53,17.94,MEDIUM
00:50.9,43,49,0.73,13.51,CRITICAL
00:50.9,5,7,2.73,29.21,LOW
00:51.0,10,32,0.61,19.23,HIGH
00:51.0,12,22,0.82,19.73,CRITICAL
00:51.0,16,24,1.25,18.38,MEDIUM
00:51.0,20,25,1.21,14.74,MEDIUM
00:51.0,22,23,1.04,15.02,MEDIUM
00:51.0,22,3,0.80,13.92,CRITICAL
00:51.0,22,33,1.17,15.80,MEDIUM
00:51.0,25,39,0.56,16.96,HIGH
00:51.0,31,5,0.85,22.46,HIGH
00:51.0,41,8,1.41,16.86,MEDIUM
00:51.0,43,49,0.62,11.76,CRITICAL
00:51.0,5,7,2.73,28.18,LOW
00:51.1,10,32,0.50,18.41,HIGH
00:51.1,12,22,0.72,19.03,CRITICAL
00:51.1,16,24,1.16,17.14,MEDIUM
00:51.1,20,25,1.17,14.02,MEDIUM
00:51.1,22,23,0.95,13.80,CRITICAL
00:51.1,22,3,0.71,12.92,CRITICAL
00:51.1,22,33,1.07,14.49,MEDIUM
00:51.1,25,39,0.43,16.60,HIGH
00:51.1,31,5,0.76,19.89,HIGH
00:51.1,41,8,1.30,15.82,MEDIUM
00:51.1,43,49,0.51,10.00,CRITICAL
00:51.1,5,7,2.79,27.20,LOW
00:51.2,10,32,0.38,17.76,HIGH
00:51.2,12,22,0.62,18.40,CRITICAL
00:51.2,16,24,1.06,15.96,MEDIUM
00:51.2,20,25,1.13,13.35,MEDIUM
00:51.2,22,23,0.85,12.60,CRITICAL
00:51.2,22,3,0.60,11.99,CRITICAL
00:51.2,22,33,0.97,13.19,CRITICAL
00:51.2,23,44,2.76,29.37,LOW
00:51.2,25,39,0.29,16.28,HIGH
00:51.2,31,5,0.66,17.36,HIGH
00:51.2,41,8,1.18,14.83,MEDIUM
00:51.2,43,49,0.41,8.25,CRITICAL
00:51.2,5,7,2.84,26.27,LOW
00:51.3,10,32,0.26,17.28,HIGH
00:51.3,12,22,0.52,17.84,CRITICAL
00:51.3,16,24,0.96,14.84,HIGH
00:51.3,20,25,1.09,12.74,MEDIUM
00:51.3,22,23,0.75,11.44,CRITICAL
00:51.3,22,3,0.51,11.15,CRITICAL
00:51.3,22,33,0.87,11.89,CRITICAL
00:51.3,23,44,2.76,28.34,LOW
00:51.3,25,39,0.14,16.09,HIGH
00:51.3,31,5,0.58,14.89,HIGH
00:51.3,41,8,1.06,13.89,MEDIUM
00:51.3,43,49,0.30,6.56,HIGH
00:51.3,5,7,2.95,25.38,LOW
00:51.4,10,32,0.14,17.00,HIGH
00:51.4,12,22,0.42,17.38,CRITICAL
00:51.4,16,24,0.86,13.79,HIGH
00:51.4,20,25,1.05,12.18,MEDIUM
00:51.4,22,23,0.65,10.31,CRITICAL
00:51.4,22,3,0.41,10.40,CRITICAL
00:51.4,22,33,0.77,10.60,CRITICAL
00:51.4,23,44,2.73,27.34,LOW
00:51.4,31,5,0.48,12.45,HIGH
00:51.4,41,8,0.94,12.91,HIGH
00:51.4,43,49,0.20,4.98,HIGH
00:51.4,5,7,2.98,24.51,LOW
00:51.5,10,32,0.02,16.89,HIGH
00:51.5,12,22,0.31,17.00,CRITICAL
00:51.5,16,24,0.76,12.84,HIGH
00:51.5,20,25,1.01,11.69,MEDIUM
00:51.5,22,23,0.54,9.22,CRITICAL
00:51.5,22,3,0.30,9.78,CRITICAL
00:51.5,22,33,0.67,9.31,CRITICAL
00:51.5,23,44,2.71,26.37,LOW
00:51.5,31,5,0.38,10.06,HIGH
00:51.5,41,8,0.85,11.84,HIGH
00:51.5,43,49,0.10,3.72,HIGH
00:51.6,0,39,1.42,28.05,MEDIUM
00:51.6,12,22,0.21,16.72,CRITICAL
00:51.6,14,31,1.10,29.70,MEDIUM
00:51.6,16,19,2.15,28.81,LOW
00:51.6,16,24,0.64,11.98,HIGH
00:51.6,20,25,0.98,11.24,HIGH
00:51.6,22,23,0.44,8.21,CRITICAL
00:51.6,22,3,0.20,9.31,CRITICAL
00:51.6,22,33,0.57,8.04,CRITICAL
00:51.6,23,44,2.71,25.43,LOW
00:51.6,31,5,0.29,7.77,HIGH
00:51.6,41,8,0.74,10.78,HIGH
00:51.7,0,39,1.33,26.12,MEDIUM
00:51.7,12,22,0.11,16.55,CRITICAL
00:51.7,14,31,1.01,27.05,MEDIUM
00:51.7,16,19,2.08,27.49,LOW
00:51.7,16,24,0.53,11.23,HIGH
00:51.7,20,25,0.95,10.86,HIGH
00:51.7,22,23,0.34,7.31,CRITICAL
00:51.7,22,3,0.10,9.01,CRITICAL
00:51.7,22,33,0.47,6.78,CRITICAL
00:51.7,23,44,2.72,24.53,LOW
00:51.7,31,5,0.19,5.64,HIGH
00:51.7,41,8,0.63,9.73,HIGH
00:51.8,0,20,2.77,29.54,LOW
00:51.8,0,39,1.24,24.20,MEDIUM
00:51.8,12,22,0.01,16.48,CRITICAL
00:51.8,14,31,0.92,24.43,HIGH
00:51.8,16,19,2.01,26.20,LOW
00:51.8,16,24,0.40,10.62,HIGH
00:51.8,20,25,0.92,10.52,HIGH
00:51.8,22,23,0.24,6.56,CRITICAL
00:51.8,22,3,0.00,8.90,CRITICAL
00:51.8,22,33,0.37,5.58,CRITICAL
00:51.8,22,44,1.18,29.53,MEDIUM
00:51.8,23,44,2.69,23.65,LOW
00:51.8,31,5,0.09,3.90,HIGH
00:51.8,41,8,0.53,8.64,HIGH
00:51.9,0,20,2.75,28.51,LOW
00:51.9,0,39,1.15,22.31,MEDIUM
00:51.9,14,31,0.82,21.83,HIGH
00:51.9,16,19,1.92,24.92,MEDIUM
00:51.9,16,24,0.29,10.16,HIGH
00:51.9,20,25,0.86,10.30,HIGH
00:51.9,22,23,0.14,6.01,CRITICAL
00:51.9,22,33,0.27,4.44,CRITICAL
00:51.9,22,44,1.07,28.57,MEDIUM
00:51.9,23,44,2.70,22.80,LOW
00:51.9,41,8,0.43,7.35,HIGH
00:52.0,0,20,2.74,27.50,LOW
00:52.0,0,39,1.06,20.43,MEDIUM
00:52.0,14,31,0.73,19.25,HIGH
00:52.0,16,19,1.84,23.67,MEDIUM
00:52.0,16,24,0.16,9.88,HIGH
00:52.0,20,25,0.74,10.11,HIGH
00:52.0,22,23,0.04,5.73,CRITICAL
00:52.0,22,33,0.17,3.45,CRITICAL
00:52.0,22,44,0.95,27.69,HIGH
00:52.0,23,44,2.68,21.98,LOW
00:52.0,41,8,0.34,6.14,HIGH
00:52.1,0,20,2.71,26.52,LOW
00:52.1,0,39,0.96,18.55,HIGH
00:52.1,14,31,0.63,16.71,HIGH
00:52.1,16,19,1.74,22.45,MEDIUM
00:52.1,16,24,0.03,9.77,HIGH
00:52.1,20,25,0.62,9.95,HIGH
00:52.1,22,33,0.07,2.77,CRITICAL
00:52.1,22,44,0.84,26.90,HIGH
00:52.1,23,44,2.68,21.19,LOW
00:52.1,41,8,0.24,5.07,HIGH
00:52.2,0,20,2.71,25.58,LOW
00:52.2,0,39,0.87,16.69,HIGH
00:52.2,14,31,0.54,14.20,HIGH
00:52.2,16,19,1.63,21.24,MEDIUM
00:52.2,20,25,0.50,9.82,HIGH
00:52.2,22,44,0.71,26.23,HIGH
00:52.2,23,44,2.73,20.44,LOW
00:52.2,41,8,0.15,4.27,HIGH
00:52.2,5,7,2.96,18.11,LOW
00:52.3,0,20,2.71,24.67,LOW
00:52.3,0,39,0.77,14.85,HIGH
00:52.3,14,31,0.44,11.72,HIGH
00:52.3,16,19,1.54,20.07,MEDIUM
00:52.3,20,25,0.33,9.85,HIGH
00:52.3,22,44,0.58,25.66,HIGH
00:52.3,23,44,2.73,19.72,LOW
00:52.3,41,8,0.06,3.50,HIGH
00:52.3,5,7,2.72,17.22,LOW
00:52.4,0,20,2.70,23.79,LOW
00:52.4,0,39,0.68,13.04,HIGH
00:52.4,14,31,0.35,9.32,HIGH
00:52.4,16,19,1.42,18.93,MEDIUM
00:52.4,20,25,0.13,10.00,HIGH
00:52.4,20,9,2.72,29.90,LOW
00:52.4,22,44,0.47,25.19,HIGH
00:52.4,23,44,2.72,19.02,LOW
00:52.4,5,7,2.30,16.28,LOW
00:52.5,0,20,2.68,22.93,LOW
00:52.5,0,39,0.58,11.25,HIGH
00:52.5,14,31,0.25,6.99,HIGH
00:52.5,16,19,1.31,17.82,MEDIUM
00:52.5,20,9,2.67,28.92,LOW
00:52.5,22,44,0.35,24.82,HIGH
00:52.5,23,44,2.72,18.35,LOW
00:52.5,5,7,1.95,15.36,MEDIUM
00:52.6,0,20,2.72,22.12,LOW
00:52.6,0,39,0.49,9.51,HIGH
00:52.6,14,31,0.15,4.89,HIGH
00:52.6,16,19,1.18,16.75,MEDIUM
00:52.6,20,9,2.58,27.94,LOW
00:52.6,22,44,0.23,24.58,HIGH
00:52.6,23,44,2.76,17.71,LOW
00:52.6,5,7,1.67,14.46,MEDIUM
00:52.7,0,20,2.71,21.33,LOW
00:52.7,0,39,0.39,7.82,HIGH
00:52.7,14,31,0.05,3.42,HIGH
00:52.7,16,19,1.07,15.72,MEDIUM
00:52.7,20,9,2.54,26.99,LOW
00:52.7,22,44,0.10,24.44,HIGH
00:52.7,23,44,2.76,17.09,LOW
00:52.7,5,7,1.45,13.58,MEDIUM
00:52.8,0,20,2.68,20.56,LOW
00:52.8,0,39,0.29,6.20,HIGH
00:52.8,16,19,0.98,14.75,CRITICAL
00:52.8,20,9,2.39,26.03,LOW
00:52.8,23,44,2.78,16.49,LOW
00:52.8,5,7,1.23,12.60,MEDIUM
00:52.9,0,20,2.70,19.83,LOW
00:52.9,0,39,0.19,4.75,HIGH
00:52.9,16,19,0.87,13.80,CRITICAL
00:52.9,20,9,2.24,25.05,LOW
00:52.9,23,44,2.83,15.93,LOW
00:52.9,25,9,2.83,23.04,LOW
00:52.9,5,7,1.03,11.59,MEDIUM
00:53.0,0,20,2.70,19.12,LOW
00:53.0,0,39,0.10,3.63,HIGH
00:53.0,12,33,2.88,14.71,LOW
00:53.0,14,7,2.45,29.65,LOW
00:53.0,16,19,0.77,12.89,CRITICAL
00:53.0,20,9,2.11,24.06,LOW
00:53.0,23,33,2.57,8.31,LOW
00:53.0,23,44,2.87,15.39,LOW
00:53.0,25,9,2.38,22.27,LOW
00:53.0,5,7,0.88,10.56,HIGH
00:53.1,0,20,2.72,18.44,LOW
00:53.1,12,33,2.03,14.73,LOW
00:53.1,14,7,2.24,28.38,LOW
00:53.1,16,19,0.67,12.05,CRITICAL
00:53.1,20,9,1.96,23.06,MEDIUM
00:53.1,23,33,2.09,8.23,LOW
00:53.1,23,44,2.88,14.88,LOW
00:53.1,25,9,1.94,21.38,MEDIUM
00:53.1,28,45,1.20,28.70,MEDIUM
00:53.1,3,33,2.76,7.93,LOW
